authors,#enterseriesname,#enterseriesindex,title,#titleparttwo,series,series_index
"Marlowe Blue","Twisted Rose Mysteries","2","Becoming Harper","","Twisted Rose Mysteries","2.0"
"Marlowe Blue","Twisted Rose Mysteries","1","Evilly Amused","A Twisted Rose Mystery Novel","Twisted Rose Mysteries","1.0"
"Maia Starr","Weredragons Of Tuviso","","Azlo","(A Sci Fi Alien Weredragon Romance)","Weredragons Of Tuviso","1.0"
"Maggie Kane","","","Rev My Engine","","","1.0"
"Maia Starr","Weredragons Of Tuviso","","Karik","(A Sci Fi Alien Weredragon Romance)","Weredragons Of Tuviso","1.0"
"Mack Norman","Rogues Apocalypse","3","Rogues Journey","Post Apocalyptic Science Fiction Novel","Rogues Apocalypse","3.0"
"Lucy Snow","","","Keep Me Safe","A Military Romance","","1.0"
"Louise Barnett","","","Ungentlemanly Acts","The Army's Notorious Incest Trial","","1.0"
"Lori Ryan","","","Ever Hopeful","","","1.0"
"Lexy Timms","Billionaire Holiday Romance Series","2","The Valentine Getaway","Steamy Holiday Billionaire Romance","Billionaire Holiday Romance Series","2.0"
"Leela Ash","Stonybrooke Shifters","","The Shifter Protector's Virgin","","Stonybrooke Shifters","1.0"
"Leela Ash","Stonybrooke Shifters","","Second Chance with the Shifter","","Stonybrooke Shifters","1.0"
"Leela Ash","Stonybrooke Shifters","","Nanny to the Shifter","","Stonybrooke Shifters","1.0"
"Layla Valentine & Ana Sparks","","","Royal Baby","His Unplanned Heir - A Prince's Secret Baby RomanceHis Unplanned Heir - A Prince's Secret Baby Romance","","1.0"
"Laura Day & Kara Parker","Anguish MC","","Ruined","","Anguish MC","1.0"
"KM Fortune","Forever Winter Chronicles","8","Concurrence","A Thrilling Dystopian Post-Apocalyptic Survival Series","Forever Winter Chronicles","8.0"
"Kaylee Quinn","","","Bossed By The Billionaire [Book One]","","","1.0"
"Kayelle Allen","","","Wulf, Tales of the Chosen","","","1.0"
"Kayelle Allen","Marooned on a Barren World","","Bringer of Chaos_Forged in Fire","","Marooned on a Barren World","1.0"
"Kathryn Hansen","","","Brain Over Binge","","","1.0"
"Karen Harley","","","Leakage","A Friends-to-Lovers Romance","","1.0"
"Kal Spriggs","Project Archon","1","Prisoner of the Mind","","Project Archon","1.0"
"K. J. McGillick","","","Three_Deception Love Murder","","","1.0"
"K.I. Lynn & Olivia Kelley","","","Cocksure","","","1.0"
"Justin Miller","","","World Seed","New Rules","","1.0"
"KB Winters & Evie Monroe","","","Once Upon A Beast","A Billionaire Fairytale","","1.0"
"Julian Walker","","","Words and The First World War","Language, Memory, Vocabulary","","1.0"
"Julia Cooke","","","The Other Side of Paradise","","","1.0"
"Josephine Jade","","","Lukas","A Triple Threat Novel","","1.0"
"Jon State","","","Reanimated_Terminal Misery","","","1.0"
"John Peaseland","","","Beyond the Rubicon","","","1.0"
"John Buttrick","Genesis Of The Maestros","","Dawn Of The Aakacarns","","Genesis Of The Maestros","1.0"
"Jen Talty","First Responders","1","Dallas Fire & Rescue_Stealing his Fire","","First Responders","1.0"
"Jeff Sproul","","","Sigil Online_Hellions","","","1.0"
"Jenna Lyn Wright","","","Hellion_The Counterfeit City","","","1.0"
"Jaclyn Weist","","","Keela","A Celtic Fairy Tale Romance","","1.0"
"Jaan Einasto","","","Dark Matter and Cosmic Web Story","","","1.0"
"J. R. Ward","","","The Chosen","","","1.0"
"J. R. Ward","Black Dagger Brotherhood","14","The Beast","","Black Dagger Brotherhood","14.0"
"J. P. Uvalle","An Erotic Fairytale Short","1","Winter's Kiss","","An Erotic Fairytale Short","1.0"
"JJ Knight","","","Dance with a Stranger","","","1.0"
"J.J. Green","","","Night of Flames","Prequel to Space Colony One","","1.0"
"I. G. Roberts","Star Man Series","3","Star Strike","","Star Man Series","3.0"
"Heather West","Wicked Angels MC","","Bad Boy's Baby","","Wicked Angels MC","1.0"
"Heather McCorkle","","","Once Bitten_Wolves of Hemlock Hollow","","","1.0"
"Greg Krojac","","","The Schrödinger Enigma","","","1.0"
"Ginny Dye","Bregdan Chronicles","9","Always Forward","(Historical Fiction Romance Series)","Bregdan Chronicles","9.0"
"Germaine Solomon","","","Hot Holiday Love","An Interracial Romance","","1.0"
"Fiona Quinn","Strike Force","3","Instigator","An Iniquus Romantic Suspense Mystery Thriller","Strike Force","3.0"
"Eva Chase","Dragon Shifter's Mates","1","Dragon's Guard","a Reverse Harem Paranormal Romance","Dragon Shifter's Mates","1.0"
"Elliee Atkinson","Family of Love Series","","Snatching The Bride","(A Western Romance Story)","Family of Love Series","1.0"
"Emily Bishop","","","Cuffing Her","A Small Town Cop Romance","","1.0"
"Elliee Atkinson","Family of Love Series","","Saved By An Angel","(A Western Romance Story)","Family of Love Series","1.0"
"Elliee Atkinson","Family of Love Series","","An Uncivilized Romance","(A Western Romance Story)","Family of Love Series","1.0"
"Elizabeth Kirby","","","Hope in Paradise","","","1.0"
"Elliee Atkinson","Family of Love Series","","Handsome Widower’s Second Chance","(A Western Romance Story)","Family of Love Series","1.0"
"E J Randolph","Federation Story","","The Ambassador Calls Twice","","Federation Story","1.0"
"E.J. Powell","Dark Lords","1","Born Of The Blood","","Dark Lords","1.0"
"Don Chase","","","Strand_Delarus","","","1.0"
"David Alastair Hayden","Outworld Ranger","2","Shadow Agents","The Benevolency Universe","Outworld Ranger","2.0"
"Daryl Banner","","","The Twice King","(an Outlier prequel novella)","","1.0"
"Daniela Jackson","Shadow Immortals MC","3","Adva","Snow Queen Retold","Shadow Immortals MC","3.0"
"Crystal Perkins","Company Men","7","Trusted Company","","Company Men","7.0"
"Crystal Perkins","Company Men","6","Vital Company","","Company Men","6.0"
"Crystal Perkins","Company Men","4","Brash Company","","Company Men","4.0"
"Craig Alanson","Ascendant","3","Deceptions","","Ascendant","3.0"
"Colleen Charles","Caldwell Brothers","5","All In","","Caldwell Brothers","5.0"
"Chris Ryan","","","Warlord","","","1.0"
"Chris Ryan","Danny Black Thriller","4","Bad Soldier","","Danny Black Thriller","4.0"
"Chris Ryan","Danny Black","3","Hellfire","","Danny Black","3.0"
"Chris Ryan","","","Hunter Killer","","","1.0"
"Chris Ryan","","","Murder Team","","","1.0"
"Chris Ryan","Danny Black","1","Masters of War","","Danny Black","1.0"
"Chris Ryan","","","Battleground","","","1.0"
"Chris Ryan","","","Twister","","","1.0"
"Chris Ryan","","","Vortex","","","1.0"
"Chris Ryan","","","Outbreak","","","1.0"
"Chris Ryan","","","Wildfire","","","1.0"
"Chris Ryan","","","Flash Flood","","","1.0"
"Charlotte E Hart","VDB Trilogy","3","Serenity's Key","","VDB Trilogy","3.0"
"Cassandra Bloom","","","Captive","A Bad Boy Billionaire Boss Romance","","1.0"
"Carrie Ann Ryan","Montgomery Ink SS","1","Delicate Nights","","Montgomery Ink SS","1.0"
"Carrie Ann Ryan","","","Executive Ink","A Montgomery Ink Romance","","1.0"
"Cassandra Bloom","","","Brother's Best Friend's Package","A Bad Boy Billionaire Christmas Romance","","1.0"
"CJ Bishop","","","A Night To Remember_Phoenix Wedding Night","","","1.0"
"Butch Lee","","","Jailbreak out of History","the re-biography of Harriet Tubman","","1.0"
"Brooke Kinsley","Jewels and Panties","12","True Crime","","Jewels and Panties","12.0"
"Brian Rella","","","Rising","The Second Death Prequel","","1.0"
"Benjamin Laskin","Coinworld: Five","","The Amazing Adventures of 4¢ Ned","","Coinworld: Five","1.0"
"Benjamin Douglas","Starship Fairfax","5","The Sons of Jupiter","The Kuiper Chronicles","Starship Fairfax","5.0"
"Belle Winters","Hades Riders MC","","Lucifer","","Hades Riders MC","1.0"
"Benjamin Douglas","Starship Fairfax","2","The Hidden Prophet","The Kuiper Chronicles","Starship Fairfax","2.0"
"Barbara Svetlick","Life of Mirisa Eppes","","The Visitor_The Bell Tower 1873_1875","","Life of Mirisa Eppes","1.0"
"B. Muze","Jovai series","1","The Shaman's Apprentice","","Jovai series","1.0"
"Ava Sinclair","","","Big Daddy","","","1.0"
"ASHUTOSH RAI","LOST AGE SERIES","1","Throne of Purvakhand","BEGINNING FROM THE END","LOST AGE SERIES","1.0"
"Arizona Tape","Triple Threat Series","1","Danny's Dance","a Reverse Harem Paranormal Romance","Triple Threat Series","1.0"
"Dr. Anita Bailey","","","Cold Times — How to Prepare for the Mini Ice Age","","","1.0"
"Andy McNab","Nick Stone Thriller","19","Line of Fire:","","Nick Stone Thriller","19.0"
"Andy McNab","","","Cold Blood","","","1.0"
"Andy McNab","","","Detonator","","","1.0"
"Andy McNab","Nick Stone","15","Silencer","","Nick Stone","15.0"
"Andy McNab","Nick Stone","16","For Valour","","Nick Stone","16.0"
"Andy McNab","","","NS13 Zero Hour","","","1.0"
"Andy McNab","","","Dead Centre","","","1.0"
"Andy McNab","Nick Stone","12","Exit Wound","","Nick Stone","12.0"
"Andy McNab","","","Brute Force","","","1.0"
"Andy McNab","","","Crossfire","","","1.0"
"Andy McNab","","","Aggressor","","","1.0"
"Andy McNab","","","Recoil","","","1.0"
"Andy McNab","Nick Stone","6","Dark Winter","","Nick Stone","6.0"
"Andy McNab","","","Deep Black","","","1.0"
"Andy McNab","Nick Stone","5","Liberation day","","Nick Stone","5.0"
"Andy McNab","","","Last Light","","","1.0"
"Andy McNab","","","Firewall","","","1.0"
"Andy McNab","","","Crisis Four","","","1.0"
"Andrew Stanek","Sign Here Please","","You Are Dead.","","Sign Here Please","1.0"
"Andy McNab","","","Remote Control","","","1.0"
"Amy Star & Simply Shifters","Bears With Money","1","The Bear's Fake Bride","","Bears With Money","1.0"
"Amy Gamet","HERO Force Eight","","Forever with the SEAL","","HERO Force Eight","1.0"
"Amelia Oliver & Kate Hastings","Plantain Series Novella","5.5","Almost Easy","","Plantain Series Novella","5.5"
"Amelia Oliver","Plantain Series Five","","Free Bird","","Plantain Series Five","1.0"
"Amelia Oliver","Plantain Series Novella","4.5","Poker Face","","Plantain Series Novella","4.5"
"Amelia Lee","Depression Series","1","When a Man Falls in Love","","Depression Series","1.0"
"Alice Coldbreath","","","Lust Potion For the Alpha","A Hot & Historical BBW Shifter Romance","","1.0"
"Alice Coldbreath","","","Her Bastard Bridegroom","A Medieval Romance","","1.0"
"Alice Coldbreath","","","Bumping Uglies","An Adult BBW fairytale","","1.0"
"Blythe Reid & Ali Parker & Weston Parker & Zoe Reid","Parker's 12 Days of Christmas","","Stuff My Stocking","A Sexy Bad Boy Holiday Novel","Parker's 12 Days of Christmas","1.0"
"Weston Parker & Ali Parker & Blythe Reid & Zoe Reid","Parker's 12 Days of Christmas","11","My Sexy Santa","A Sexy Bad Boy Holiday Novel","Parker's 12 Days of Christmas","11.0"
"Alanna Lynd","","","The Alpha Elf Lord's Omega","A MMM Alpha Omega Shifter Romance","","1.0"
"Alanna Lynd","","","His Alpha's Bite","Gay Werewolf Alpha/Beta Romance","","1.0"
"Alan Parks","","","Seriously Mum, How Many Cats?","","","1.0"
"Ali Parker","Dawson Brothers","1","Always On My Mind","A Bad Boy Rancher Love Story","Dawson Brothers","1.0"
"Abigail Elizabeth","","","The Adventures of Ava Smith","The Secret of the Enchanted Forest","","1.0"
"Adam-Troy Castro","","","The Coward's Option","","","1.0"
"Aaron Henley","Fang and Flame","1","Fangs of Vengeance","","Fang and Flame","1.0"
"A. May","Audra Coven series","1","Audra's Treaty","","Audra Coven series","1.0"
"Abigail Myst & Starr Huntress","","","Kave_Warriors of Etlon","","","1.0"
"Zach Jenkins","Fox River Romance","1","Again! Again!","","Fox River Romance","1.0"
"Yalu Taylors","Tessandra Young Series","","J.O.Y","","Tessandra Young Series","1.0"
"W. J. Rorabaugh","","","Prohibition","","","1.0"
"Victoria Pinder","Princes of Avce","2","Forbidden Prince","","Princes of Avce","2.0"
"Ursula Archer","","","Strangers","","","1.0"
"Tobi Grim","Tainted Bloodlines","1","Blood for blood","","Tainted Bloodlines","1.0"
"Tim Tingle","","","Danny Blackgoat","","","1.0"
"Terra Wolf","Alpha Squad","2","Rowan","A Military Shifter Secret Baby Romance","Alpha Squad","2.0"
"Terra Wolf","Alpha Squad","1","Kellan","A Military Shifter Secret Baby Romance","Alpha Squad","1.0"
"TL Reeve & Michele Ryan","Apache County Shifters","1","Kalkin","","Apache County Shifters","1.0"
"Tanya Anne Crosby","","","Reprisal","A Prequel Short Story to REDEMPTION SONG","","1.0"
"Susan Finlay","Tangled Roots","1","Breadcrumbs and Bombs","","Tangled Roots","1.0"
"Sujata Massey","","","The Widows of Malabar Hill","","","1.0"
"Steven Becker","Kurt Hunter Mysteries","1","Backwater Bay","","Kurt Hunter Mysteries","1.0"
"Stephen Allan","War of the Magi","2","Demons of the Hunter","","War of the Magi","2.0"
"Shaun L Griffiths","CHANGING TIMES","2","Lost Lands","","CHANGING TIMES","2.0"
"Sonya Hartnett","","","What the Birds See","","","1.0"
"Sara Sue Hoklotubbe","","","The American Café","","","1.0"
"Sara November","","","Lawful Lust","A Billionaire Romance","","1.0"
"Rowan Casey","Veil Knights","9","Stone of Destiny","","Veil Knights","9.0"
"Rosalind Brackenbury","","","Paris Still Life","A Novel","","1.0"
"Sarah Holland-Batt","","","The Best Australian Poems 2017","","","1.0"
"Roger Peppercorn","","","On The Devil's Side of Heaven","","","1.0"
"Richard Phillips","Endarian Prophecy","2","Prophecy's Daughter","","Endarian Prophecy","2.0"
"Rebecca Lochlann","Child of the Erinyes","","In the Moon of Asterion","","Child of the Erinyes","1.0"
"Rebecca Lochlann","Child of the Erinyes","","The Moon Casts a Spell","A Novella","Child of the Erinyes","1.0"
"Rebecca Lochlann","Child of the Erinyes","","The Thinara King","","Child of the Erinyes","1.0"
"Ramona Finn","Culling Trilogy","2","The Authority","","Culling Trilogy","2.0"
"Rachel Van Dyken","Players Game","2","Infraction","","Players Game","2.0"
"Peter Kratky","","","The Legend of Darwan_Ragnarok","","","1.0"
"Paula Cox","Damned MC","","OUR SURPRISE BABY","","Damned MC","1.0"
"Paul Brandt","","","Encountering Darkness","","","1.0"
"Paige North","","","The Billionaire And The Nanny [Book Three]","","","1.0"
"Popular Science","","","100 Mysteries of Science Explained","","","1.0"
"Paige North","","","The Billionaire And The Nanny [Book Two]","","","1.0"
"Nicole MacDonald","","","Escape Vo'Arum","","","1.0"
"Nicole Casey","Mercury Billionaires","6","The Billionaire's Deal","","Mercury Billionaires","6.0"
"Nick Carter","Killmaster","33","The Judas Spy","","Killmaster","33.0"
"Molly E. Lee","Grad Night","","Love Between Enemies","","Grad Night","1.0"
"Mia Rose","Full Moon Series","6","Heart of the Alpha","","Full Moon Series","6.0"
"Mia Rose","Full Moon Series","5","Missing the Alpha","","Full Moon Series","5.0"
"Megan J. Parker & Nathan Squiers","Hunter's Moon Curse","1","Moonlit Seduction","","Hunter's Moon Curse","1.0"
"Maureen Child","Texas Cattleman's Club","1","Rich Rancher's Redemption","","Texas Cattleman's Club","1.0"
"P.Z. Reizin","","","Happiness for Humans","","","1.0"
"Matthew Helbig","Idiocy & Imagination","1","Why I Can't Have Nice Kings","","Idiocy & Imagination","1.0"
"M. K. Gibson","Technomancer Novels","3","Angels and the Bad Man","","Technomancer Novels","3.0"
"Martin McDonagh","","","Three Billboards Outside Ebbing, Missouri","","","1.0"
"M. K. Gibson","Technomancer Novels","2","Flotsam Prison Blues","","Technomancer Novels","2.0"
"M. K. Gibson","Technomancer Novels","1","To Beat the Devil","","Technomancer Novels","1.0"
"Loren D. Estleman","","","Aces & Eights","","","1.0"
"Liam Reese","Huntsman's Fate","2","Duel With A Demoness","","Huntsman's Fate","2.0"
"Leah Ashton","","","The Prince's Fake Fiancée","","","1.0"
"Kip Nelson","Beyond the Collapse","4","Critical Measures","","Beyond the Collapse","4.0"
"kelly proudfoot","Emanations","1","Parallel Portals","","Emanations","1.0"
"Leïla Slimani","","","Lullaby","","","1.0"
"Kathy Cranston","Bee's Bakehouse Mysteries","8","Pumpkins are Murder","","Bee's Bakehouse Mysteries","8.0"
"Kathleen Grace","","","The Art of Hiding","","","1.0"
"Karina Halle","North Ridge","3","Hot Shot","","North Ridge","3.0"
"Karen Booth","","","Between Marriage and Merger","","","1.0"
"Julia Slavin","","","The Woman Who Cut Off Her Leg at the Maidstone Club","","","1.0"
"K Webster","","","My Torin","","","1.0"
"José Mauro de Vasconcelos","","","My Sweet Orange Tree","","","1.0"
"John Theo Jr.","","","Mission Trip_Genesis and Exodus","","","1.0"
"Jessica Lemmon","","","Man Candy","A Real Love Novel","","1.0"
"Jenny Gardiner","","","Falling for Mr. Wrong","","","1.0"
"Jennifer Allis Provost","","","Gallowglass","","","1.0"
"Jennifer Allis Provost","","","Heir to the Sun","","","1.0"
"Joanne Rock","","","For the Sake of His Heir","","","1.0"
"Jason Paul Rice","Bloodline Awakened Series","2","Graveyard Uprisings","Supernatural Thriller","Bloodline Awakened Series","2.0"
"Janine R. Pestel","Father Gunter, Demon Hunter","2","The Raven Flies At Night","","Father Gunter, Demon Hunter","2.0"
"Janet Pywell","","","Masterpiece","","","1.0"
"Jamie Davis","Broken Throne","5","Mended Throne","","Broken Throne","5.0"
"Jamie Davis","Broken Throne","3","Queen of Avalon","","Broken Throne","3.0"
"J.Z. Foster","","","Witch Hunter","Into the Outside","","1.0"
"James Rosone & Miranda Watson","Red Storm Series","2","Battlefield Korea","","Red Storm Series","2.0"
"JC Hay","","","Flare","","","1.0"
"J. Robert Kennedy","","","The Templar Detective","","","1.0"
"Igor Štiks","","","A Castle in Romagna","","","1.0"
"Heather Graham","","","Out of the Darkness","","","1.0"
"Harvey Church","","","The Last Friend","","","1.0"
"Hannah L. Corrie","","","Unwilling","A Shifter Romance","","1.0"
"Hanna Hamilton","","","A Charming Cavalryman for Clementine","A Historical Romance Novel Based on True Events","","1.0"
"Greer Hendricks","","","The Wife Between Us","","","1.0"
"Graham Ison","Gaffney and Tipper Mysteries","2","Confirm or Deny","","Gaffney and Tipper Mysteries","2.0"
"Graham Ison","Gaffney and Tipper Mysteries","1","The Cold Light of Dawn","","Gaffney and Tipper Mysteries","1.0"
"Glenn Dyer","Conor Thorn Novel","","The Torch Betrayal","","Conor Thorn Novel","1.0"
